id,date,title,link,content
1,2023-03-06 10:10,동서식품  커피믹스에 ‘녹색기술 인증’ 포장재 적용,https://n.news.naver.com/mnews/article/366/0000882622?sid=101,"[




동서식품 ‘녹색기술 인증’. /동서식품 제공        동서식품은 커피믹스  포스트 시리얼 스탠드백 등 주요 제품군에 ‘녹색기술 인증’을 받은 포장재를 적용하기로 했다고 6일 밝혔다.녹색기술은 탄소중립  녹색성장 기본법에 의거 에너지와 자원을 절약하고 효율적으로 사용해 온실가스  오염물질 배출을 최소화하는 기술을 말한다.동서식품은 포장재 연간 잉크 사용량은 50%  잔류용제는 약 99% 줄일 수 있는 기술을 활용  농림축산식품부로부터 녹색기술 인증을 획득했다.우선 맥심 모카골드  맥심 화이트골드 등 커피믹스 제품과 스탠드백 형태의 포스트 시리얼 제품  카누 라떼 제품 등에 인증 포장재를 적용하기로 했다.동서식품 측은 “향후 원두 제품  오레오 제품에도 녹색인증 기술을 적용한 포장재를 확대하여 도입할 예정”이라면서 “환경보호를 위한 다양한 활동을 추진할 것”이라고 말했다.
]"
2,2023-03-06 9:02,SPC 배스킨라빈스  첫 크림 커피 '솔티크림 커피' 공개,https://n.news.naver.com/mnews/article/003/0011723950?sid=101,"[
기사내용 요약'솔티크림 슈페너' '솔티크림 라떼' 등 2종



(사진=SPC 제공) *재판매 및 DB 금지[서울=뉴시스]주동일 기자 = SPC 배스킨라빈스 커피 브랜드 '카페 브리즈'가 크림 커피 '솔티크림 커피' 2종을 출시한다고 6일 밝혔다.배스킨라빈스가 선보이는 첫 크림커피 메뉴인 '솔티크림 커피' 2종은 쌉쌀한 맛과 진한 풍미를 더한 커피에 솔티크림이 조화를 이룬다.신제품은 '카페 브리즈' 원두로 내린 진한 아메리카노에 솔티크림을 올린 '솔티크림 슈페너'와 에스프레소에 연유를 더한 스페니쉬 라떼에 솔티크림을 더한 '솔티크림 라떼' 등 2종이다.솔티크림은 우유 아이스크림과 소금을 조합해 깊은 단맛을 냈다. 배스킨라빈스의 심도 깊은 연구개발을 통해 탄생한 '솔티크림 커피' 2종은 브랜드의 개성을 담은 새 커피를 찾는 소비자들을 타기팅할 계획이다.SPC 배스킨라빈스 관계자는 ""커피 전문점에서 시그니처 메뉴로만 만날 수 있던 '크림커피'를 배스킨라빈스에서도 쉽게 접할 수 있게 됐다""며 ""앞으로도 소비자들에게 품질이 뛰어나면서도 트렌디한 커피 음료를 꾸준히 선보이며 커피 제품의 전문성을 강화할 예정""이라고 말했다.
]"
3,2023-03-06 8:44,동서식품  커피믹스·시리얼 등에 '녹색인증' 패키지 적용,https://n.news.naver.com/mnews/article/001/0013793769?sid=101,"[




[동서식품 제공. 재판매 및 DB금지](서울=연합뉴스) 신선미 기자 = 동서식품은 녹색기술 인증을 받은 포장재를 도입했다고 6일 밝혔다.    녹색인증제도는 탄소중립·녹색성장 기본법에 따라 유망한 녹색기술을 인증하고 지원하는 제도다.    녹색기술은 에너지와 자원을 절약하고 효율적으로 사용해 온실가스와 오염물질 배출을 최소화하는 기술이다.    동서식품은 맥심 모카골드  맥심 화이트골드 등 커피믹스를 비롯해 맥심 인스턴트 커피 리필  스탠드백 형태의 포스트 시리얼 제품  카누 라떼 등에 녹색기술을 적용한 친환경 포장재를 사용했다.    동서식품을 이를 통해 연간 포장재 잉크 사용량을 기존 방식과 비교해 절반 수준으로 줄일 수 있을 것으로 내다봤다.    동서식품은 앞으로 원두제품  오레오에도 녹색인증 기술을 적용한 포장재를 쓸 예정이다.    sun@yna.co.kr
]"
4,2023.03.05. 오후 7:35,"
			'런닝맨' 김종국  커피 원두를 맷돌로..유연석 ""에스프레소 수준"" 감탄[별별TV]
		",https://n.news.naver.com/mnews/article/108/0003133804?sid=106,"[
 
'런닝맨' 방송화면 캡쳐'런닝맨' 김종국이 커피 원두를 맷돌로 갈았다.5일 방송된 SBS 예능 프로그램 '런닝맨'에서는 집주인이 정한 하루일과를 수행해야 하는 '집사의 하루' 레이스가 펼쳐졌다. 게스트로 영화 '멍뭉이'의 주연배우 유연석과 차태현이 출연해 자리를 빛냈다.이날 런닝맨 멤버들에게는 '오늘 할 일'로 드립 커피 마시기가 미션으로 주어졌다. 수석 집사 유연석은 집주인 지석진으로부터 받은 10코인 중 7코인을 차태현에게 주며 커피 재료를 사오라고 했다. 차태현은 로스팅 된 커피와 원두 그라인더를 사지 않고 생원두만 4코인을 주고 구매해 차익을 챙겼다.결국 유연석은 직접 생 원두를 볶아야 했다. 생원두를 볶는 모습을 보고 김종국은 ""이거 되는거냐  미안한데 뻥튀기 향이 난다""라며 의심하는 모습을 보였다. 그러나 원두는 예상 외로 잘 볶아졌다. 이어 유연석은 원두를 갈기 위해 촬영장에 있던 맷돌을 가져왔다. 맷돌로 원두 갈기는 김종국이 도왔다. 김종국은 앞서 했던 의심을 거두고 잘 갈리는 원두를 보며 ""커피 냄새가 난다. 이거 진짜로 커피 내릴 수 있겠는데""라며 신기해하는 모습을 보였다. 드립커피를 지휘하던 유연석은 ""에스프레소 수준이다""라며 잘 갈린 원두를 보고 감탄했다.드립으로 커피 내리기까지 완료한 커피를 시음한 집주인 지석진은 ""너무 맛있는데""라며 감탄했고  수고한 유연석에게 5코인을 추가로 하사했다.정은채 인턴기자 star@mtstarnews.com
]"
5,2023-03-06 7:52,영도구  청학동에 커피 업체 유치 추진,https://n.news.naver.com/mnews/article/056/0011439466?sid=101,"[
[KBS 부산]부산 영도구가 한국토지주택공사와 함께 청학동 공업지역 활성화 시범사업지에 커피 업체 유치를 추진하고 있습니다.영도구는 인근의 봉래동 커피 특화 거리와 연계한 이 사업으로 입점 업체가 늘면 협동 조합을 만들어 원두 경매를 진행하는 등 지역 커피 산업 규모를 키울 계획입니다.영도구는 지난해 11월 진행한 업무 협약에서 전국의 커피 업체 20곳이 관심을 보였다고 밝혔습니다.
]"
6,2023-03-04 18:03,“막내야  커피 한잔 사와라”...“김부장님  이미 구독했어요” [생생유통],https://n.news.naver.com/mnews/article/009/0005096737?sid=103,"[
			일정 구독료를 내고 상품이나 서비스를 제공 받는 구독 경제가 일상 곳곳에 침투하고 있다. 신문과 우유로 시작된 구독 경제 모델이 책  자동차 등 상품뿐 아니라 IT 기술 같은 오프라인 서비스까지 광범위하게 확장됐다. 소비자 입장에서 매번 결제하는 수고를 덜고 기업은 안정적인 현금 창출 수단으로 쓸 수 있어 윈-윈 효과를 누릴 수 있기 때문이다. 구독 경제 모델이 가진 이점에 주목한 식음료업계도 유제품  생수 위주의 구독 품목을 커피  계란  야채 등 기호식품  신선신품으로 다양해지고 있다.▲ 못난이 농산물 구독 서비스 ‘어스박스’



 예스어스 서비스 페이지푸드테크 스타트업 올투딜리셔스가 운영하는 어스박스는 농산물 구독 플랫폼 ‘예스어스’를 통해 못난이 농산물을 저가로 배송하고 있다. 모양  크기 등 외부적 요인에 의해 등급 외로 분류돼 폐기되는 못난이 농산물은 판로를 찾지 못해 매년 수 톤씩 버려진다.올투딜리셔스는 이 문제를 해결하기 위해 매년 산지에서 폐기되는 5조 원 규모의 못난이 농산물을 직접 수급해 소비자에게 저가에 공급  매주 혹은 격주로 5~10종의 채소·과일을 3~5㎏씩 소분  배송한다. 상생 구조를 만들기 위해 생산자에게 못난이 농산물을 기존 판로 대비 20% 비싸게 사고  소비자에게는 유통 과정을 줄여 20% 저렴하게 판매하고 있다.최근 어스박스는 고객의 구매 패턴을 스스로 분석하는 인공지능(AI) 기술을 통해 개인 맞춤형 농산물과 조리법을 함께 제공함으로써 기존 못난이 농산물 유통과 차별화를 꾀했다. 국내 최고의 식품을 가리는 ‘2022푸드앤푸드테크대상’에서 일반식품 김치·신선식품 부문 대상을 수상하기도 했다.▲ 갓 낳은 계란을 문 앞으로 ‘월간계란’



 초란 방사유정란 30알 60알  난각번호 2번란 &lt;사진캡쳐=월간계란&gt;월간계란은 갓 낳은 계란을 문 앞까지 배송하는 계란 구독 서비스를 제공하고 있다. 육지는 하루  제주도 등 섬은 이틀이면 배송된다.시중에 유통되는 달걀을 보면 표면에 숫자와 알파벳이 쓰여 있는데  이 중 맨 뒤에 쓰여 있는 숫자가 사육환경을 나타내는데 1~4까지 각각 자연방사  평사방사  개선된 케이지  일반 케이지를 의미한다. 월간 계란은 달걀의 맛과 영양은 닭이 좌우한다는 철학으로 동물 복지에 가까운 2번 달걀만 취급한다.친환경적인 사육 환경에서 자란 닭의 달걀은 깼을 때 노른자는 탱글탱글하며 흰자와 노른자의 구분이 뚜렷하고 퍼지지 않는다. 산란일자가 가까울수록 알끈도 선명하게 살아있는 것이 특징이다.▲ “사무실에서 커피 구독하세요” ‘원두데일리’



 오피스 커피 &lt;출처=게티이미지&gt;고급 커피가 사내 복지의 중요한 요소로 떠오르면서 커피 머신 및 원두 구독 서비스도 나왔다. 커피 유통 스타트업 스프링온워드의 오피스 대상 커피 구독 및 커피 머신 렌탈 서비스 원두데일리는 ‘사무실에서 즐기는 유명 카페 커피’란 콘셉트를 내세운 기업 대상 원두 구독 서비스다. 커피리브레  테일러커피  부산 모모스 커피 등 전국의 유명 로스터리 업체뿐만 아니라 유라  프랑케  모닝캡슐 등 프리미엄 커피 머신 브랜드와 파트너십을 맺고 사무실에서도 고품질의 스페셜티 커피를 합리적인 가격으로 즐길 수 있도록 제공하고 있다. 초창기 가입 고객은 주로 스타트업  중소기업 비중이 높았으나 대형 은행  건설사  병원 등으로 고객사가 늘어나고 있다.원두데일리는 유명 카페에서 마시던 그 커피 그대로의 맛을 전달하고자 올해부터 ‘그 커피 그대로’ 캠페인을 전개하며 원두를 고를 때 유통기한이 아닌 제조일자를 확인해야 한다는 점을 강조한다. 좋은 원두의 맛과 향을 느끼기 위해서는 로스팅 제조 날짜로부터 3~14일 이내 소비하는 것을 권하고 있다. 원두데일리는 모든 원두를 로스팅이 끝난 후 7일 이내 배송하는 것을 원칙으로 한다.
]"
7,2023-03-05 11:21,[소심한반전] 커피 대신 차를 마시면 이런 변화가 있습니다,https://n.news.naver.com/mnews/article/047/0002384075?sid=103,"[
티소믈리에가 되기까지... 이번 경칩에는 '누와라엘리야' 홍차를 추천합니다소심하지만 반전인생을 살고 있는 혹은 반전인생을 살고 싶은 사람들의 이야기. &lt;편집자말&gt;티소믈리에 공부를 하면서 티카페에 나온 메뉴판을 잘 이해할 정도의 지식을 얻었다. 물론 열심히 배운 내용을 공부한 점도 있다. 물에 우린 잎을 무슨 재미로 마시나 했는데  요즘 내가 그러고 있다. 



▲ 인사동 티카페에서 밀키우롱차 밀키우롱차에서는 밀키카라멜 맛이 난다. ⓒ 김지언 어제 동생이랑 티카페에 가서 대만의 밀키우롱을 마셨다. 동글동글하게 포유된 우롱차는 향과 맛을 마시는 매력적인 음료다. 특히 밀키우롱은 물만 넣었는데 밀크카라멜을 마시는 듯한 느낌을 주었다.여섯 살이 된 딸아이도 우롱차를 제법 잘 마셨다. 커피와 달리 잎차는 다섯 번이나 우려 마실 수 있다. 차의 매력 중 하나인 가성비가 참 마음에 든다. 차를 마시면서 타인과 나누는 이야기는 이전보다 훨씬 깊고 풍성해졌다.티소믈리에 공부를 마치니 차에 관심 있는 사람들과 작은 모임을 만들고 글도 쓰고 차도 마시고 싶은 아주 사소한 소원이 생겼다. 커피 러버였던 사람이 어쩌다 차의 매력에 빠진 걸까. 내 인생에 불어온 차의 계절 보통 아이를 임신하면 임산부들이 커피와 술  담배 등 뭔가 태아에게 좋지 않을 것을 멀리하게 된다. 2018년 첫 아이를 임신했을 때  나는 커피를 끊지 못하는 임산부 중 한 명이었다. 매일 에스프레소 2잔을 챙겨 먹으며 아이를 출산했다.임신을 해도 나는 커피만큼 맛있는 음료를 발견하지 못했다. 그렇게 커피를 사랑하는 삶을 살다 끝날 줄 알았다. 하지만 인생은 한 치 앞도 모르는 법인가. 임신했을 때도 끊지 못한 커피를 끊고 지금은 티러버가 되어 차의 세계에 발을 들였다. 지금처럼 디카페인 열풍이 불기 전부터 나는 디카페인 커피를 일찍부터 마셨다. 밤에도 커피를 마시고 싶다는 강력한 열망 때문이었다. 디카페인 커피도 누가 볶느냐에 따라 맛이 달랐다. 어떤 카페는 디카페인 커피가 정말 맛없고  또 다른 곳은 카페인 든 커피만큼 디카페인 커피맛이 좋았다. 내 디카페인 원두의 대부분은 남편 카페에서 얻어 마셨다.  



▲ 차를 잘 마시기 위해 산 개완세트 차 마시는 맛ⓒ 김지언 차에는 없는 커피만의 매력은 바로 카페인이다. 카페인이 몸속에 들어오면서 없는 에너지도 머리끝까지 끌어올려준다. 긴장감이 떨어진다 싶으면 커피를 마시고 또 마셨다. 그렇게 커피를 마셔도 잠을 잘 잤다.반대로 남편은 카페인에 취약했다. 조금만 커피가 들어가도 밤새 잠을 이루지 못하고 수면제를 복용했다. 그래서 나는 카페인에 약한 남편 대신에 장금이처럼 맛있는 커피를 마셔주는 사람이 됐다. 그러다 코로나19는 내 삶의 많은 부분을 바꿔놓았다. 1년 2개월 정도 재택근무라는 신세계를 맛보게 해줬다. 코로나 때문에 밖으로 나가는 일이 줄어드니 자연스럽게 홈카페를 추구했다.다른 곳에 여행을 가지 않는 이상 카페에 갈 일이 별로 없기도 했다. 무엇보다 밖에서 마시는 커피가 맛있지 않았다. 그걸 왜 돈을 주고 사먹어야 하는 괘씸한 마음이 올라왔다. 그래서 늘 텀블러에 내가 정성스럽게 만든 디카페인 커피를 가지고 다녔다. 밖에서 커피를 사 먹는 일이 현저히 줄어들기 시작했다.  마실 거리를 바꾸는 일 &lt;숲속의 자본주의자&gt;를 쓴 박혜윤 작가의 책은 가랑비에 옷이 젖는 듯한 인사이트를 주었다. 특히 작가의 집에는 커피와 술  인터넷이 없다는 게 어떤 동기 부여가 됐다.작가가 자신의 삶에서 그것을 끊어가는 과정에서 겪은 어려움이 자세하게 기술되어 있다. 매일 커피를 마시지 않아도 된다는 점이 매력적으로 들렸다. 그래서 나도 박혜윤 작가를 따라서 커피 끊기를 시도했다. 매일 마실 거리를 커피 대신 차로 바꿔나갔다. 처음부터 무리하지 않았다. 커피를 디카페인 커피로 바꿔보는 작은 시도부터 해보는 게 좋겠다. 나 역시 2~3년 정도 디카페인과 카페인 커피를 번갈아가며 마셔왔다. 그렇지 않고 일단 커피부터 끊었으면 얼마 가지 못해 다시 커피를 마셨을 것이다. 나는 커피 다음으로 좋아하는 메뉴인 밀크티 위주로 카페인을 줄여 나갔다. 찬장에 쌓인 차로 티시럽을 만들어 최대한 밀크티 마시는 걸 간편하게 바꿨다. 밀크티를 마시다가 지겨워지면 맹물에 차만 우려먹기 시작했다. 그것도 나름 매력 있었다. 어떤 날에는 보리차를  보리차에 옥수수차를 블렌딩해서 마시는 등 창의적으로 마실 거리를 바꿔나갔다. 



▲ 티소믈리에 티테이스팅 시간 여러 개의 차를 놓고 관찰한다ⓒ 김지언 어떤 날에는 세계에 나가서 1등한 우전이라는 녹차가 그렇게 맛있다는 이야길 들었다. 그길로 우전과 다도 세트를 구입했다. 그렇게 마시는 녹차 한 잔은 왕의 밥상 못지 않게 훌륭했다. 커피를 마시다 차를 마시니 이런 점이 좋았다. 피곤함을 느끼는 몸의 리듬에 맞춰 숙면을 취할 수 있었다. 원래 커피를 마셔도 잘 자는 편이었는데 더 잘 자는 삶으로 바뀌었다.그리고 널뛰기하던 감정기복이 조금 누그러들었다. 그게 내가 커피 대신 차를 마시고 얻은 가장 큰 효과였다. 덕분에 아이에게 소리를 지르거나 남편에게 짜증을 일삼은 나날이 조금씩 줄어들고 있다.차를 우리는 과정에서 나 자신을 굉장히 소중하게 대하는 듯한 인상을 받는다. 맛있는 차 한 잔을 마시기 위해 따뜻한 물을 데우고  찻잎을 넣고 우려지길 기다리는 수고로움이 있다.하지만 따뜻한 물과 찻잎이 만날 때 피어오르는 향기는 커피향 못지않게 좋다. 찻잎이 물과 만나 대류하는 순간 마저 즐거움을 주었다. 나는 차와 사랑에 빠진 게 분명하다. 차를 마시기 시작하니 더 알고 싶어졌다한참 차에 빠져서 집에 있는 차 재료들로 나만의 레시피를 만들어 마셨다. 무언가에 빠지면 그것만 이야기하는 습관이 내겐 있다. 말할 사람이 남편 밖엔 없는데 바깥 일로 피곤한 그에게 못할 짓이었다. 그래서 그길로 차 공부를 할 수 있는 곳을 알아봤다. 지난 연말 고향에 내려갔다가 방문한 카페 티퍼니는 블렌딩의 신세계를 맛보게 해준 곳이다. 2022년 골든티어워드에서 티자이너 챔피언십 동상을 수상한 '푸른하늘은하수'는 정말 이름처럼 빛나는 맛이었다. 지금은 아쉽게도 개인 사정으로 사장님이 더이상 가게를 운영하지 않으신다. 



▲ 푸른하늘은하수 카페 티퍼니 사장님의 시그니처 메뉴ⓒ 김지언 티소믈리에와 관련해 차를 정말 사랑하는 사장님이 배운 곳으로 선택했다. 카페 티퍼니 때문에 알게된 곳에서 티소믈리에 교육을 받았다. 4주 동안 1주일에 한 번 매일 오전 10시부터 5시까지 차의 모든 것을 알아가는 일이 시작했다. 그렇게 나는 지난 2월 25일(목) 티소믈리에 이론과 실기 시험을 보고 첫 발을 내디뎠다. 다가오는 3월 6일은 24절기 중 세 번째 절기에 해당하는 '경칩'이다. 만물이 겨울잠에서 깨어나는 시기로  기온이 날마다 오르면서 점점 봄으로 향하게 된다. 실론티의 샴페인이라는 '누와라엘리야' 홍차를 그 시기에 꼭 마셔보라고 새내기티소믈리에로서 추천해본다. group 소심한반전 : https://omn.kr/group/soso_life 소심하지만 반전인생을 살고 있는 혹은 반전인생을 살고 싶은 사람들의 이야기.
]"
8,2023-03-03 9:51,매일유업  '어메이징 오트' 비건 커피클래스 성료,https://n.news.naver.com/mnews/article/421/0006662003?sid=101,"[




(매일유업 제공)(서울=뉴스1) 이상학 기자 = 매일유업(267980)은 어메이징 오트의 첫 번째 비건 커피클래스를 지난달 28일 성공리에 괘최했다고 3일 밝혔다. 이번 커피클래스는 카카오톡 플러스친구 어메이징 오트 채널을 추가한 고객을 대상으로 폴 바셋 한남 커피스테이션점에서 3시간가량 진행됐다. 어메이징 오트는 '오리지널'과 '언스위트'  '바리스타'까지 3종의 라인업을 보유하고 있고  어메이징 오트 190㎖한 팩으로 600mg의 베타글루칸을 섭취할 수 있다. 3종 모두 한국비건인증원에서 비건 인증을 받은 100% 식물성 음료로  환경과 가치소비를 중시하는 소비자들이 건강하게 섭취할 수 있는 제품이다.어메이징 오트 바리스타는 커피에 잘 어울리는 진하고 풍부한 맛이 특징이다. 어메이징 오트 커피클래스에서는 기호에 따라 어메이징 오트를 더욱 맛있게 즐기실 수 있도록 3가지 커피 원두에 대한 기초 강좌를 진행했다. 또 오트 레시피 클래스에서는 어메이징 오트를 활용한 3가지 레시피를 시연하고 참석자들이 직접 메뉴를 만들었다. 지난해 성수동 어메이징 오트 팝업스토어에서 인기를 끌었던 '어메이징 오트 몰트라떼'  '오트 위스키' 2종과 봄에 어울리는 상큼한 블렌디드 메뉴를 제조하는 시간도 가졌다.매일유업 관계자는 ""어메이징 오트는 유당이 없어 에스프레소를 넣어 라떼로 먹었을 때 커피의 쌉쌀한 맛을 더 잘 살려주고  입자가 고르고 미세해 부드러운 거품이 형성되기 때문에 커피와 잘 어울린다""며 ""앞으로도 고객들에게 특별한 경험을 제공하기 위해 지속적으로 클래스와 프로그램을 진행할 예정""이라고 말했다.
		]"
9,2023-03-06 10:03,2023 서울커피엑스포  50% 할인 얼리버드 티켓 오픈,https://n.news.naver.com/mnews/article/417/0000900909?sid=101,"[
이달 말일까지 1  2차 얼리버드 티켓 이벤트 진행 … 최대 50% 할인된 가격에 관람 기회 제공



 서울커피엑스포 사무국은 오는 4월 5일부터 나흘간 삼성동 코엑스에서 열리는 '2023 서울커피엑스포' 입장권을 할인된 금액에 구매할 수 있는 1차 얼리버드 티켓은 오는 15일까지 정가 대비 50% 할인된 가격에  2차 얼리버드 티켓은 16일부터 31일까지 30% 할인된 가격에 판매한다고 밝혔다.'2023 서울커피엑스포'는 'Blend Your Business'를 주제로 열리는 상반기 최대 규모 B2B 커피 전문 전시회다. 커피를 비롯한 머신  인테리어  디저트 등 카페 운영에 필요한 모든 것과 커피산업 최신 트렌드를 한자리에서 만나볼 수 있다. 올해는 약 250개사 850부스가 참여해 코로나 이후 역대 최대 규모로 진행될 예정이다. 이번 전시회에서는 올해의 주빈국으로 초청된 필리핀의 커피 산업과 문화를 살펴볼 수 있다. 차별화된 맛과 향을 가진 특색 있는 로스터리의 원두를 한 공간에서 만나볼 수 있는 '로스터즈 클럽'과 커피산업 최신 트렌드를 확인할 수 있는 '신제품 특별관'도 눈여겨볼 포인트다.또한 대한민국 카페 대항전 'K-Caf Championship(KCC)'과 라떼아트대회 최강자 '엄폴'과 '로라'가 직접 기획하고 세계대회 우승자들이 대거 참여하는 '2023 World Latte Art Masters(WLAM)' 등 다양한 부대행사도 관람할 수 있다. 서울커피엑스포 관계자는 ""실내 마스크 착용 의무 해제 이후 처음으로 열리는 대규모 F&amp;B 전시회인 만큼 많은 볼거리와 즐길거리를 준비했다""며 ""이번 얼리버드 티켓 이벤트를 통해 보다 많은 분들이 알찬 전시를 즐기시길 바란다""고 말했다.
]"
10,2023-03-02 14:50,다양한 커피원두의 세계,https://n.news.naver.com/mnews/article/001/0013788785?sid=101,"[




    (서울=연합뉴스) 진연수 기자 = 2일 서울 강남구 세텍(SETEC)에서 열린 2023 서울카페&amp;베이커리페어를 찾은 관람객이 커피 원두를 고르고 있다. 2023.3.2     jin90@yna.co.kr
]"
